Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
5,95,4,'212142',1913,0,0,39,55,22 
6,96,4,'212142',1913,0,0,35,43,27 
7,97,4,'212142',1913,0,0,36,42,30 
8,98,4,'212142',1913,0.15,3,34,39,28 
9,99,4,'212142',1913,0,0,34,40,28 
10,100,4,'212142',1913,0.2,4,39,48,29 
11,101,4,'212142',1913,0,0,42,55,29 
12,102,4,'212142',1913,0,0,41,61,21 
13,103,4,'212142',1913,0,0,50,72,27 
14,104,4,'212142',1913,0,0,54,74,33 
15,105,4,'212142',1913,0,0,59,84,34 
16,106,4,'212142',1913,0,0,61,80,42 
17,107,4,'212142',1913,0,0,56,70,41 
18,108,4,'212142',1913,0,0,49,59,39 
19,109,4,'212142',1913,0,0,44,65,23 
20,110,4,'212142',1913,0,0,45,58,31 
21,111,4,'212142',1913,0.18,0,57,78,35 
22,112,4,'212142',1913,0,0,60,80,39 
23,113,4,'212142',1913,0.15,0,45,48,42 
24,114,4,'212142',1913,0.35,0,41,47,34 
25,115,4,'212142',1913,0,0,37,45,28 
26,116,4,'212142',1913,0,0,32,35,29 
27,117,4,'212142',1913,0,0,39,58,19 
28,118,4,'212142',1913,0,0,48,67,28 
29,119,4,'212142',1913,0,0,58,79,36 
30,120,4,'212142',1913,0,0,70,88,52 
1,121,5,'212142',1913,0.28,0,41,41,41 
2,122,5,'212142',1913,0.05,0,37,42,32 
3,123,5,'212142',1913,0.35,0,46,58,33 
4,124,5,'212142',1913,0,0,48,63,33 
5,125,5,'212142',1913,0,0,45,58,32 
6,126,5,'212142',1913,0,0,43,59,27 
7,127,5,'212142',1913,0,0,41,46,36 
8,128,5,'212142',1913,0,0,43,53,32 
9,129,5,'212142',1913,0,0,41,56,25 
10,130,5,'212142',1913,0,0,46,65,26 
11,131,5,'212142',1913,0,0,50,61,39 
12,132,5,'212142',1913,0.25,0,59,72,45 
13,133,5,'212142',1913,0,0,49,60,38 
14,134,5,'212142',1913,0,0,38,40,36 
15,135,5,'212142',1913,0.55,0,41,46,35 
16,136,5,'212142',1913,0.35,0,51,65,36 
17,137,5,'212142',1913,0,0,49,57,41 
18,138,5,'212142',1913,0,0,43,53,32 
19,139,5,'212142',1913,0,0,46,56,35 
20,140,5,'212142',1913,0.5,0,41,44,37 
21,141,5,'212142',1913,0.3,0,48,58,37 
22,142,5,'212142',1913,0,0,45,56,34 
23,143,5,'212142',1913,0,0,57,77,36 
24,144,5,'212142',1913,0,0,59,73,44 
25,145,5,'212142',1913,0,0,50,61,39 
26,146,5,'212142',1913,0,0,57,76,38 
27,147,5,'212142',1913,0,0,70,92,48 
28,148,5,'212142',1913,0,0,74,88,59 
29,149,5,'212142',1913,0,0,72,87,56 
30,150,5,'212142',1913,0,0,67,78,55 
31,151,5,'212142',1913,0,0,70,83,56 
1,152,6,'212142',1913,0.1,.,63,68,57 
2,153,6,'212142',1913,0,.,62,78,46 
3,154,6,'212142',1913,0,.,61,66,56 
4,155,6,'212142',1913,0,.,56,71,40 
5,156,6,'212142',1913,0.5,.,66,81,50 
6,157,6,'212142',1913,0.1,.,53,65,40 
7,158,6,'212142',1913,0,.,50,68,31 
8,159,6,'212142',1913,0,.,52,68,35 
9,160,6,'212142',1913,0,.,55,70,39 
10,161,6,'212142',1913,0,.,60,73,46 
11,162,6,'212142',1913,0,.,64,81,46 
12,163,6,'212142',1913,0,.,73,86,59 
13,164,6,'212142',1913,0,.,70,83,56 
14,165,6,'212142',1913,0,.,74,87,61 
15,166,6,'212142',1913,0.1,.,73,92,53 
16,167,6,'212142',1913,0,.,69,78,59 
17,168,6,'212142',1913,0.15,.,67,74,59 
18,169,6,'212142',1913,0.25,.,72,87,56 
19,170,6,'212142',1913,0.07,.,70,81,58 
20,171,6,'212142',1913,0,.,72,85,59 
21,172,6,'212142',1913,0,.,71,85,56 
22,173,6,'212142',1913,0,.,72,86,57 
23,174,6,'212142',1913,0,.,68,84,52 
24,175,6,'212142',1913,0.05,.,74,85,63 
25,176,6,'212142',1913,0,.,72,87,56 
26,177,6,'212142',1913,0,.,74,88,60 
27,178,6,'212142',1913,1.8,.,76,89,62 
28,179,6,'212142',1913,0,.,79,93,65 
29,180,6,'212142',1913,0,.,81,91,70 
30,181,6,'212142',1913,2.2,.,70,78,61 
1,182,7,'212142',1913,0,.,65,76,54 
2,183,7,'212142',1913,0,.,61,77,44 
3,184,7,'212142',1913,0.3,.,67,76,58 
4,185,7,'212142',1913,0,.,59,69,49 
5,186,7,'212142',1913,1.8,.,62,70,54 
6,187,7,'212142',1913,0,.,68,82,53 
7,188,7,'212142',1913,0,.,70,81,58 
8,189,7,'212142',1913,0,.,72,85,58 
9,190,7,'212142',1913,0,.,65,77,52 
10,191,7,'212142',1913,0,.,66,78,53 
11,192,7,'212142',1913,1,.,63,68,58 
12,193,7,'212142',1913,0.5,.,58,64,52 
13,194,7,'212142',1913,0.08,.,62,70,54 
14,195,7,'212142',1913,0,.,66,79,53 
15,196,7,'212142',1913,0,.,64,75,53 
16,197,7,'212142',1913,0.25,.,71,81,61 
17,198,7,'212142',1913,0,.,68,80,56 
18,199,7,'212142',1913,0.08,.,65,80,49 
19,200,7,'212142',1913,0,.,66,78,53 
20,201,7,'212142',1913,0,.,64,79,48 
21,202,7,'212142',1913,0,.,64,79,49 
22,203,7,'212142',1913,0.1,.,68,77,59 
23,204,7,'212142',1913,0,.,60,71,49 
24,205,7,'212142',1913,0,.,58,75,40 
25,206,7,'212142',1913,0,.,64,76,51 
26,207,7,'212142',1913,0.15,.,70,85,55 
27,208,7,'212142',1913,0.05,.,61,69,53 
28,209,7,'212142',1913,0,.,57,75,39 
29,210,7,'212142',1913,0,.,72,91,53 
30,211,7,'212142',1913,0.2,.,74,86,62 
31,212,7,'212142',1913,0,.,65,82,48 
1,213,8,'212142',1913,0,.,69,88,49 
2,214,8,'212142',1913,0,.,75,94,55 
3,215,8,'212142',1913,0,.,68,82,53 
4,216,8,'212142',1913,0,.,66,84,48 
5,217,8,'212142',1913,0,.,74,87,60 
6,218,8,'212142',1913,0,.,67,83,51 
7,219,8,'212142',1913,0,.,70,84,56 
8,220,8,'212142',1913,0,.,65,81,48 
9,221,8,'212142',1913,0.05,.,63,74,51 
10,222,8,'212142',1913,0.2,.,57,60,54 
11,223,8,'212142',1913,0.3,.,65,77,52 
12,224,8,'212142',1913,0,.,67,80,54 
13,225,8,'212142',1913,0.15,.,73,82,63 
14,226,8,'212142',1913,0,.,76,89,62 
15,227,8,'212142',1913,0,.,79,88,70 
16,228,8,'212142',1913,0,.,78,87,68 
17,229,8,'212142',1913,0.2,.,67,78,55 
18,230,8,'212142',1913,0.75,.,67,73,60 
19,231,8,'212142',1913,0.35,.,68,78,57 
20,232,8,'212142',1913,0.5,.,71,84,58 
21,233,8,'212142',1913,0.45,.,66,71,61 
22,234,8,'212142',1913,0,.,63,77,49 
23,235,8,'212142',1913,0,.,66,82,49 
24,236,8,'212142',1913,0,.,62,79,44 
25,237,8,'212142',1913,0,.,67,86,48 
26,238,8,'212142',1913,0,.,64,87,41 
27,239,8,'212142',1913,0,.,61,72,49 
28,240,8,'212142',1913,0,.,62,72,51 
29,241,8,'212142',1913,0,.,62,79,45 
30,242,8,'212142',1913,0,.,59,71,47 
31,243,8,'212142',1913,0,.,62,80,44 
1,244,9,'212142',1913,0,.,73,93,53 
2,245,9,'212142',1913,0,.,63,73,52 
3,246,9,'212142',1913,0,.,62,72,52 
4,247,9,'212142',1913,3.3,.,65,77,52 
5,248,9,'212142',1913,0,.,71,84,58 
6,249,9,'212142',1913,0.12,.,73,87,58 
7,250,9,'212142',1913,0.04,.,69,78,60 
8,251,9,'212142',1913,0,.,56,71,41 
9,252,9,'212142',1913,0,.,59,78,40 
10,253,9,'212142',1913,0.4,.,64,75,52 
11,254,9,'212142',1913,1.5,.,54,72,36 
12,255,9,'212142',1913,0,.,53,72,33 
13,256,9,'212142',1913,0,.,54,70,37 
14,257,9,'212142',1913,0,.,59,72,45 
15,258,9,'212142',1913,0.34,.,61,68,53 
16,259,9,'212142',1913,0.1,.,60,68,51 
17,260,9,'212142',1913,0,.,52,64,39 
18,261,9,'212142',1913,0,.,57,73,41 
19,262,9,'212142',1913,0,.,55,58,52 
20,263,9,'212142',1913,0,.,44,52,35 
21,264,9,'212142',1913,0,.,33,43,23 
22,265,9,'212142',1913,0,.,36,51,20 
23,266,9,'212142',1913,0,.,43,58,28 
24,267,9,'212142',1913,0.08,.,41,46,35 
25,268,9,'212142',1913,0,.,42,45,39 
26,269,9,'212142',1913,0,.,48,66,29 
27,270,9,'212142',1913,0,.,53,73,32 
28,271,9,'212142',1913,0,.,56,73,39 
29,272,9,'212142',1913,0,.,52,71,32 
30,273,9,'212142',1913,0,.,56,72,39 
1,274,10,'212142',1913,0,0,57,72,41 
2,275,10,'212142',1913,0,0,50,70,29 
3,276,10,'212142',1913,0,0,56,80,32 
4,277,10,'212142',1913,0,0,40,50,30 
5,278,10,'212142',1913,1.85,0,46,60,32 
6,279,10,'212142',1913,0,0,45,49,40 
7,280,10,'212142',1913,0.1,0,49,62,35 
8,281,10,'212142',1913,0,0,53,67,39 
9,282,10,'212142',1913,0,0,57,65,48 
10,283,10,'212142',1913,0.7,0,48,50,45 
11,284,10,'212142',1913,0,0,42,52,32 
12,285,10,'212142',1913,0,0,46,60,31 
13,286,10,'212142',1913,0,0,54,73,35 
14,287,10,'212142',1913,0,0,52,62,42 
15,288,10,'212142',1913,0,0,35,45,25 
16,289,10,'212142',1913,0,0,39,54,23 
17,290,10,'212142',1913,0,0,44,55,32 
18,291,10,'212142',1913,0,0,37,53,20 
19,292,10,'212142',1913,0,0,30,35,25 
20,293,10,'212142',1913,0,0,23,30,15 
21,294,10,'212142',1913,0,0,22,38,5 
22,295,10,'212142',1913,0,0,30,55,5 
23,296,10,'212142',1913,0,0,38,56,19 
24,297,10,'212142',1913,0,0,43,56,29 
25,298,10,'212142',1913,0.25,0,38,44,31 
26,299,10,'212142',1913,0.85,0,30,38,21 
27,300,10,'212142',1913,0,0,30,41,18 
28,301,10,'212142',1913,0,0,19,21,17 
29,302,10,'212142',1913,0,0,19,30,7 
30,303,10,'212142',1913,0,0,21,35,7 
31,304,10,'212142',1913,0,0,25,40,9 
1,305,11,'212142',1913,0,0,32,51,13 
2,306,11,'212142',1913,0,0,41,58,24 
3,307,11,'212142',1913,0,0,36,46,25 
4,308,11,'212142',1913,0,0,34,51,16 
5,309,11,'212142',1913,0,0,43,55,30 
6,310,11,'212142',1913,0,0,42,53,30 
7,311,11,'212142',1913,0,0,38,48,28 
8,312,11,'212142',1913,0,0,28,37,19 
9,313,11,'212142',1913,0,0,24,31,16 
10,314,11,'212142',1913,0,0,20,30,10 
11,315,11,'212142',1913,0,0,26,40,12 
12,316,11,'212142',1913,0,0,30,38,21 
13,317,11,'212142',1913,0,0,24,32,16 
14,318,11,'212142',1913,0,0,20,35,4 
15,319,11,'212142',1913,0,0,21,36,6 
16,320,11,'212142',1913,0,0,38,47,28 
17,321,11,'212142',1913,0,0,43,54,32 
18,322,11,'212142',1913,0,0,34,40,27 
19,323,11,'212142',1913,0,0,37,44,30 
20,324,11,'212142',1913,0,0,36,50,22 
21,325,11,'212142',1913,0,0,40,48,32 
22,326,11,'212142',1913,0,0,31,36,25 
23,327,11,'212142',1913,0.19,3,28,40,15 
24,328,11,'212142',1913,0,0,32,48,15 
25,329,11,'212142',1913,0,0,30,40,20 
26,330,11,'212142',1913,0,0,30,35,25 
27,331,11,'212142',1913,0,0,37,42,31 
28,332,11,'212142',1913,0,0,39,45,32 
29,333,11,'212142',1913,0,0,40,41,38 
30,334,11,'212142',1913,0,0,29,43,15 
1,335,12,'212142',1913,0,0,32,41,23 
2,336,12,'212142',1913,0,0,35,40,30 
3,337,12,'212142',1913,0,0,32,38,25 
4,338,12,'212142',1913,0,0,33,39,27 
5,339,12,'212142',1913,0,0,31,45,17 
6,340,12,'212142',1913,0,0,27,35,19 
7,341,12,'212142',1913,0,0,14,23,5 
8,342,12,'212142',1913,0,0,24,43,4 
9,343,12,'212142',1913,0,0,29,40,18 
10,344,12,'212142',1913,0,0,27,43,11 
11,345,12,'212142',1913,0,0,36,51,20 
12,346,12,'212142',1913,0,0,26,48,4 
13,347,12,'212142',1913,0,0,25,46,4 
14,348,12,'212142',1913,0,0,23,37,8 
15,349,12,'212142',1913,0,0,30,43,16 
16,350,12,'212142',1913,0,0,32,46,18 
17,351,12,'212142',1913,0,0,22,33,11 
18,352,12,'212142',1913,0,0,21,36,5 
19,353,12,'212142',1913,0,0,15,26,3 
20,354,12,'212142',1913,0,0,9,17,1 
21,355,12,'212142',1913,0,0,11,21,1 
22,356,12,'212142',1913,0,0,15,31,-2 
23,357,12,'212142',1913,0,0,20,31,8 
24,358,12,'212142',1913,0,0,8,15,1 
25,359,12,'212142',1913,0,0,-1,13,-14 
26,360,12,'212142',1913,0,0,9,21,-4 
27,361,12,'212142',1913,0,0,15,19,11 
28,362,12,'212142',1913,0,0,13,23,3 
29,363,12,'212142',1913,0,0,16,22,9 
30,364,12,'212142',1913,0,0,21,29,12 
31,365,12,'212142',1913,0,0,20,25,15 
1,1,1,'212142',1914,0,0,21,24,18 
2,2,1,'212142',1914,0.05,1,16,20,12 
3,3,1,'212142',1914,0,0,18,20,15 
4,4,1,'212142',1914,0,0,16,20,11 
5,5,1,'212142',1914,0,0,22,27,16 
6,6,1,'212142',1914,0,0,24,37,11 
7,7,1,'212142',1914,0,0,33,45,20 
8,8,1,'212142',1914,0,0,29,37,20 
9,9,1,'212142',1914,0,0,4,8,-1 
10,10,1,'212142',1914,0,0,12,23,0 
11,11,1,'212142',1914,0,0,10,14,5 
12,12,1,'212142',1914,0,0,-11,-1,-21 
13,13,1,'212142',1914,0,0,1,25,-23 
14,14,1,'212142',1914,0,0,18,36,-1 
15,15,1,'212142',1914,0,0,22,34,10 
16,16,1,'212142',1914,0,0,21,26,15 
17,17,1,'212142',1914,0,0,19,31,7 
18,18,1,'212142',1914,0,0,24,33,14 
19,19,1,'212142',1914,0,0,30,32,28 
20,20,1,'212142',1914,0,0,14,18,9 
21,21,1,'212142',1914,0.11,1,-7,-1,-13 
22,22,1,'212142',1914,0,0,-2,20,-24 
23,23,1,'212142',1914,0,0,5,12,-3 
24,24,1,'212142',1914,0,0,-11,-1,-21 
25,25,1,'212142',1914,0.1,1,-8,9,-25 
26,26,1,'212142',1914,0,0,7,22,-9 
27,27,1,'212142',1914,0,0,8,25,-9 
28,28,1,'212142',1914,0,0,13,32,-6 
29,29,1,'212142',1914,0.03,0.5,-9,-4,-14 
30,30,1,'212142',1914,0,0,5,25,-15 
31,31,1,'212142',1914,0,0,0,5,-5 
1,32,2,'212142',1914,0,0,6,17,-5 
2,33,2,'212142',1914,0,0,10,25,-5 
3,34,2,'212142',1914,0,0,-10,-8,-12 
4,35,2,'212142',1914,0.1,1,-12,-5,-18 
5,36,2,'212142',1914,0,0,-13,-5,-20 
6,37,2,'212142',1914,0.21,0,-14,-9,-19 
7,38,2,'212142',1914,0,0,-19,-5,-32 
8,39,2,'212142',1914,0,0,-23,-4,-41 
9,40,2,'212142',1914,0,0,-13,5,-31 
10,41,2,'212142',1914,0,2.5,-11,1,-23 
11,42,2,'212142',1914,0,0,-20,-5,-35 
12,43,2,'212142',1914,0,0,-10,11,-30 
13,44,2,'212142',1914,0,0,-4,11,-19 
14,45,2,'212142',1914,0,0,-12,5,-29 
15,46,2,'212142',1914,0,0,-10,8,-28 
16,47,2,'212142',1914,0.11,1,-3,14,-19 
17,48,2,'212142',1914,0,0,11,22,0 
18,49,2,'212142',1914,0,0,0,5,-5 
19,50,2,'212142',1914,0,0,-8,15,-31 
20,51,2,'212142',1914,0,0,-1,21,-23 
21,52,2,'212142',1914,.,0,-2,10,-14 
22,53,2,'212142',1914,0,0,-13,0,-25 
23,54,2,'212142',1914,0,0,-9,14,-32 
24,55,2,'212142',1914,0,0,3,34,-29 
25,56,2,'212142',1914,0,0,33,35,31 
26,57,2,'212142',1914,0,0,29,43,15 
27,58,2,'212142',1914,0,0,30,45,15 
28,59,2,'212142',1914,0,0,7,8,6 
1,60,3,'212142',1914,0,.,1,17,-16 
2,61,3,'212142',1914,0,0.5,8,27,-11 
3,62,3,'212142',1914,0,.,24,37,10 
4,63,3,'212142',1914,0,2,24,35,13 
5,64,3,'212142',1914,.,2,31,34,28 
6,65,3,'212142',1914,.,2,22,24,19 
7,66,3,'212142',1914,0.6,.,23,30,15 
8,67,3,'212142',1914,0,.,19,32,5 
9,68,3,'212142',1914,0,0,15,31,-2 
10,69,3,'212142',1914,0,.,17,24,10 
11,70,3,'212142',1914,0,.,16,31,1 
12,71,3,'212142',1914,0,.,21,41,0 
13,72,3,'212142',1914,0,.,39,59,18 
14,73,3,'212142',1914,0,.,.,59,. 
15,74,3,'212142',1914,0,0,37,49,25 
16,75,3,'212142',1914,0,.,37,46,28 
17,76,3,'212142',1914,0,0,19,27,10 
18,77,3,'212142',1914,0,.,17,27,7 
19,78,3,'212142',1914,0,.,.,.,4 
20,79,3,'212142',1914,0,.,15,23,7 
21,80,3,'212142',1914,0,.,.,25,. 
22,81,3,'212142',1914,0,0,20,26,14 
23,82,3,'212142',1914,0,.,18,31,5 
24,83,3,'212142',1914,0,.,18,26,10 
25,84,3,'212142',1914,0.6,4,16,26,5 
26,85,3,'212142',1914,0.1,2,16,22,9 
27,86,3,'212142',1914,0,.,13,36,-10 
28,87,3,'212142',1914,0,.,30,37,22 
29,88,3,'212142',1914,0,.,38,45,30 
30,89,3,'212142',1914,0,.,37,44,30 
31,90,3,'212142',1914,0,.,32,35,29 
1,91,4,'212142',1914,0,0,34,36,31 
2,92,4,'212142',1914,0,0,36,41,31 
3,93,4,'212142',1914,0,0,26,33,18 
4,94,4,'212142',1914,0,0,25,30,19 
5,95,4,'212142',1914,0,0,23,35,11 
6,96,4,'212142',1914,0.02,0,32,39,25 
7,97,4,'212142',1914,0,0,27,35,19 
8,98,4,'212142',1914,0,0,20,28,12 
9,99,4,'212142',1914,0,0,23,36,10 
10,100,4,'212142',1914,0,0,33,47,18 
11,101,4,'212142',1914,0,0,25,39,10 
12,102,4,'212142',1914,0,0,34,54,14 
13,103,4,'212142',1914,0,0,45,61,28 
14,104,4,'212142',1914,0,0,54,71,37 
15,105,4,'212142',1914,0,0,47,65,29 
16,106,4,'212142',1914,0,0,48,66,30 
17,107,4,'212142',1914,0,0,54,68,40 
18,108,4,'212142',1914,0.1,0,55,68,41 
19,109,4,'212142',1914,0.1,0,34,46,22 
20,110,4,'212142',1914,0,0,37,48,25 
21,111,4,'212142',1914,0,0,45,57,33 
22,112,4,'212142',1914,0,0,43,58,27 
23,113,4,'212142',1914,0,0,43,54,32 
24,114,4,'212142',1914,0,0,44,55,33 
25,115,4,'212142',1914,0,0,50,63,37 
26,116,4,'212142',1914,0,0,49,63,35 
27,117,4,'212142',1914,0.6,0,46,59,32 
28,118,4,'212142',1914,0.7,0,40,45,35 
29,119,4,'212142',1914,0.1,0,35,40,30 
30,120,4,'212142',1914,0,0,38,46,30 
1,121,5,'212142',1914,0,0,49,64,34 
2,122,5,'212142',1914,0,0,53,65,41 
3,123,5,'212142',1914,0.22,0,52,55,48 
4,124,5,'212142',1914,0,0,57,68,46 
5,125,5,'212142',1914,0,0,50,55,44 
6,126,5,'212142',1914,0.23,0,40,45,34 
7,127,5,'212142',1914,0.2,0,45,55,34 
8,128,5,'212142',1914,0,0,46,65,27 
9,129,5,'212142',1914,0,0,57,74,39 
10,130,5,'212142',1914,0.1,0,47,56,38 
11,131,5,'212142',1914,0,0,44,53,35 
12,132,5,'212142',1914,0,0,43,61,24 
13,133,5,'212142',1914,0,0,46,66,26 
14,134,5,'212142',1914,0,0,45,62,27 
15,135,5,'212142',1914,0,0,52,71,32 
16,136,5,'212142',1914,0,0,59,76,42 
17,137,5,'212142',1914,0,0,63,78,47 
18,138,5,'212142',1914,0,0,65,79,50 
19,139,5,'212142',1914,0.25,0,68,80,55 
20,140,5,'212142',1914,0,0,73,86,59 
21,141,5,'212142',1914,0,0,63,71,54 
22,142,5,'212142',1914,0,0,55,73,36 
23,143,5,'212142',1914,0,0,58,75,40 
24,144,5,'212142',1914,0,0,63,76,49 
25,145,5,'212142',1914,0.5,0,69,82,55 
26,146,5,'212142',1914,0,0,70,86,53 
27,147,5,'212142',1914,0,0,68,85,50 
28,148,5,'212142',1914,0.78,0,65,75,54 
29,149,5,'212142',1914,0,0,60,73,47 
30,150,5,'212142',1914,0,0,65,84,46 
31,151,5,'212142',1914,0.25,0,61,74,48 
1,152,6,'212142',1914,.,.,60,79,40 
2,153,6,'212142',1914,.,.,62,80,44 
3,154,6,'212142',1914,.,.,70,79,60 
4,155,6,'212142',1914,1.36,.,57,62,52 
5,156,6,'212142',1914,0,.,56,60,52 
6,157,6,'212142',1914,0.02,.,67,79,54 
7,158,6,'212142',1914,0.25,.,73,88,57 
8,159,6,'212142',1914,0.62,.,72,81,62 
9,160,6,'212142',1914,1.06,.,68,80,55 
10,161,6,'212142',1914,0,.,67,80,53 
11,162,6,'212142',1914,0.05,.,64,73,55 
12,163,6,'212142',1914,.,.,61,76,45 
13,164,6,'212142',1914,.,.,56,77,34 
14,165,6,'212142',1914,0.45,.,64,74,53 
15,166,6,'212142',1914,0,.,64,79,48 
16,167,6,'212142',1914,.,.,62,77,46 
17,168,6,'212142',1914,.,.,61,70,52 
18,169,6,'212142',1914,0,.,60,72,48 
19,170,6,'212142',1914,0.1,.,50,65,35 
20,171,6,'212142',1914,0,.,57,67,47 
21,172,6,'212142',1914,0,.,58,64,52 
22,173,6,'212142',1914,0,.,66,77,54 
23,174,6,'212142',1914,1.3,.,54,60,47 
24,175,6,'212142',1914,.,.,65,78,52 
25,176,6,'212142',1914,.,.,65,81,48 
26,177,6,'212142',1914,0.96,.,62,71,53 
27,178,6,'212142',1914,0.5,.,61,67,55 
28,179,6,'212142',1914,0.7,.,62,72,52 
29,180,6,'212142',1914,0.1,.,62,77,46 
30,181,6,'212142',1914,0.55,.,67,75,59 
1,182,7,'212142',1914,0.35,.,65,78,51 
2,183,7,'212142',1914,.,.,66,84,47 
3,184,7,'212142',1914,.,.,72,87,57 
4,185,7,'212142',1914,0.07,.,75,93,56 
5,186,7,'212142',1914,.,.,76,88,63 
6,187,7,'212142',1914,1,.,75,83,66 
7,188,7,'212142',1914,.,.,67,78,55 
8,189,7,'212142',1914,.,.,68,81,55 
9,190,7,'212142',1914,0,.,77,95,58 
10,191,7,'212142',1914,.,.,82,96,67 
11,192,7,'212142',1914,0,.,82,95,68 
12,193,7,'212142',1914,.,.,77,86,67 
13,194,7,'212142',1914,0.2,.,78,89,66 
14,195,7,'212142',1914,.,.,73,88,57 
15,196,7,'212142',1914,0.4,.,79,90,68 
16,197,7,'212142',1914,0,.,68,76,59 
17,198,7,'212142',1914,.,.,58,66,49 
18,199,7,'212142',1914,.,.,65,84,46 
19,200,7,'212142',1914,.,.,68,87,49 
20,201,7,'212142',1914,.,.,75,91,58 
21,202,7,'212142',1914,.,.,77,90,63 
22,203,7,'212142',1914,0.05,.,68,79,57 
23,204,7,'212142',1914,.,.,67,89,44 
24,205,7,'212142',1914,.,.,70,93,47 
25,206,7,'212142',1914,.,.,77,96,57 
26,207,7,'212142',1914,0,.,81,99,63 
27,208,7,'212142',1914,0.33,.,83,99,67 
28,209,7,'212142',1914,.,.,74,88,59 
29,210,7,'212142',1914,.,.,70,80,59 
30,211,7,'212142',1914,1.65,.,73,89,57 
31,212,7,'212142',1914,.,.,75,87,63 
1,213,8,'212142',1914,0,.,73,87,59 
2,214,8,'212142',1914,0,.,70,84,56 
3,215,8,'212142',1914,0,.,69,85,53 
4,216,8,'212142',1914,0,.,76,90,61 
5,217,8,'212142',1914,0,.,77,91,63 
6,218,8,'212142',1914,0,.,70,89,51 
7,219,8,'212142',1914,0,.,70,83,57 
8,220,8,'212142',1914,0.05,.,68,76,59 
9,221,8,'212142',1914,0,.,71,92,49 
10,222,8,'212142',1914,0,.,61,74,48 
11,223,8,'212142',1914,0,.,54,71,37 
12,224,8,'212142',1914,0,.,54,65,43 
13,225,8,'212142',1914,0,.,59,76,41 
14,226,8,'212142',1914,0,.,56,74,37 
15,227,8,'212142',1914,0.05,.,59,80,38 
16,228,8,'212142',1914,0,.,69,85,53 
17,229,8,'212142',1914,0,.,73,88,58 
18,230,8,'212142',1914,0.2,.,72,86,57 
19,231,8,'212142',1914,0,.,69,84,54 
20,232,8,'212142',1914,1.2,.,68,85,50 
21,233,8,'212142',1914,0.5,.,64,80,47 
22,234,8,'212142',1914,0.1,.,68,84,52 
23,235,8,'212142',1914,0.25,.,70,85,55 
24,236,8,'212142',1914,0,.,55,70,40 
25,237,8,'212142',1914,0.1,.,53,61,44 
26,238,8,'212142',1914,0,.,48,54,41 
27,239,8,'212142',1914,0,.,50,63,36 
28,240,8,'212142',1914,0,.,55,67,43 
29,241,8,'212142',1914,1.05,.,60,70,49 
30,242,8,'212142',1914,0.1,.,62,80,43 
31,243,8,'212142',1914,0.05,.,74,85,62 
1,244,9,'212142',1914,0,.,55,60,49 
2,245,9,'212142',1914,0.15,.,57,67,47 
3,246,9,'212142',1914,0,.,57,69,44 
4,247,9,'212142',1914,0,.,54,75,32 
5,248,9,'212142',1914,0,.,59,83,35 
6,249,9,'212142',1914,0,.,51,66,35 
7,250,9,'212142',1914,0,.,57,72,41 
8,251,9,'212142',1914,0,.,58,70,46 
9,252,9,'212142',1914,0,.,52,57,47 
10,253,9,'212142',1914,0.1,.,61,75,47 
11,254,9,'212142',1914,0.05,.,64,80,48 
12,255,9,'212142',1914,0,.,61,71,51 
13,256,9,'212142',1914,1.45,.,62,62,62 
14,257,9,'212142',1914,0.5,.,57,69,45 
15,258,9,'212142',1914,0,.,61,77,44 
16,259,9,'212142',1914,0,.,59,68,49 
17,260,9,'212142',1914,0,.,56,75,37 
18,261,9,'212142',1914,0,.,62,80,44 
19,262,9,'212142',1914,0,.,72,84,60 
20,263,9,'212142',1914,0,.,73,85,61 
21,264,9,'212142',1914,0.1,.,70,74,65 
22,265,9,'212142',1914,0.11,.,50,59,41 
23,266,9,'212142',1914,0,.,56,70,41 
24,267,9,'212142',1914,0,.,49,62,35 
25,268,9,'212142',1914,0,.,49,68,30 
26,269,9,'212142',1914,0,.,58,82,33 
27,270,9,'212142',1914,0,.,62,75,49 
28,271,9,'212142',1914,0,.,53,64,41 
29,272,9,'212142',1914,0,.,54,74,34 
30,273,9,'212142',1914,0,.,54,74,34 
1,274,10,'212142',1914,0,.,61,84,37 
2,275,10,'212142',1914,0,.,70,83,57 
3,276,10,'212142',1914,0,.,70,79,61 
4,277,10,'212142',1914,0,.,66,74,57 
5,278,10,'212142',1914,0.12,.,57,67,47 
6,279,10,'212142',1914,0,.,52,70,34 
7,280,10,'212142',1914,0,.,52,66,38 
8,281,10,'212142',1914,0,.,56,61,51 
9,282,10,'212142',1914,0.53,.,55,59,50 
10,283,10,'212142',1914,1.05,.,49,54,43 
11,284,10,'212142',1914,0,.,43,46,40 
12,285,10,'212142',1914,0,.,41,46,36 
13,286,10,'212142',1914,0,.,42,55,28 
14,287,10,'212142',1914,0,.,42,60,23 
15,288,10,'212142',1914,0,.,52,70,33 
16,289,10,'212142',1914,0,.,58,78,37 
17,290,10,'212142',1914,0,.,62,76,47 
18,291,10,'212142',1914,0,.,58,69,47 
19,292,10,'212142',1914,0,.,59,76,41 
20,293,10,'212142',1914,0,.,62,70,54 
21,294,10,'212142',1914,0.1,.,45,49,41 
22,295,10,'212142',1914,0,.,39,53,25 
