Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),TAVE (F),TMAX (F),TMIN (F) 
13,44,2,'417945',1961,0,64,77,51 
14,45,2,'417945',1961,0,66,74,58 
15,46,2,'417945',1961,0.03,68,72,63 
16,47,2,'417945',1961,0.04,71,77,65 
17,48,2,'417945',1961,0,73,80,65 
18,49,2,'417945',1961,0,70,82,58 
19,50,2,'417945',1961,0,50,58,42 
20,51,2,'417945',1961,0.01,50,55,44 
21,52,2,'417945',1961,0,49,55,42 
22,53,2,'417945',1961,0,55,71,38 
23,54,2,'417945',1961,0,58,77,39 
24,55,2,'417945',1961,0.02,53,64,41 
25,56,2,'417945',1961,0,53,72,34 
26,57,2,'417945',1961,0,54,74,34 
27,58,2,'417945',1961,0,62,74,49 
28,59,2,'417945',1961,0,51,65,36 
1,60,3,'417945',1961,0,59,75,42 
2,61,3,'417945',1961,0,56,73,39 
3,62,3,'417945',1961,0,70,77,63 
4,63,3,'417945',1961,0,73,78,67 
5,64,3,'417945',1961,0,75,83,67 
6,65,3,'417945',1961,0,75,83,66 
7,66,3,'417945',1961,0,76,86,66 
8,67,3,'417945',1961,0,60,73,47 
9,68,3,'417945',1961,0,56,72,39 
10,69,3,'417945',1961,0,54,71,37 
11,70,3,'417945',1961,0,65,71,58 
12,71,3,'417945',1961,0,72,80,63 
13,72,3,'417945',1961,0,67,79,54 
14,73,3,'417945',1961,0,65,80,49 
15,74,3,'417945',1961,0,68,74,61 
16,75,3,'417945',1961,0.01,72,78,65 
17,76,3,'417945',1961,0,67,79,55 
18,77,3,'417945',1961,0,62,78,45 
19,78,3,'417945',1961,0,59,68,50 
20,79,3,'417945',1961,0,58,72,44 
21,80,3,'417945',1961,0,61,81,40 
22,81,3,'417945',1961,0,65,79,51 
23,82,3,'417945',1961,0,64,78,49 
24,83,3,'417945',1961,0,63,79,46 
25,84,3,'417945',1961,0.01,69,76,61 
26,85,3,'417945',1961,0,76,84,68 
27,86,3,'417945',1961,0.01,76,84,68 
28,87,3,'417945',1961,0,78,87,69 
29,88,3,'417945',1961,0,71,84,57 
30,89,3,'417945',1961,0,54,58,49 
31,90,3,'417945',1961,0,57,70,44 
1,91,4,'417945',1961,0,55,70,40 
2,92,4,'417945',1961,0,58,76,40 
3,93,4,'417945',1961,0,69,86,51 
4,94,4,'417945',1961,0,66,83,48 
5,95,4,'417945',1961,0.3,63,73,53 
6,96,4,'417945',1961,0,59,68,50 
7,97,4,'417945',1961,0,57,69,45 
8,98,4,'417945',1961,0,66,78,54 
9,99,4,'417945',1961,0,65,77,52 
10,100,4,'417945',1961,0,60,74,45 
11,101,4,'417945',1961,0,72,84,60 
12,102,4,'417945',1961,0,65,80,50 
13,103,4,'417945',1961,0,63,81,44 
14,104,4,'417945',1961,0,73,95,51 
15,105,4,'417945',1961,0,58,71,44 
16,106,4,'417945',1961,0,54,73,35 
17,107,4,'417945',1961,0,60,77,42 
18,108,4,'417945',1961,0,70,83,57 
19,109,4,'417945',1961,0,74,84,64 
20,110,4,'417945',1961,0,77,83,71 
21,111,4,'417945',1961,0,78,87,69 
22,112,4,'417945',1961,0,79,89,69 
23,113,4,'417945',1961,0,76,86,66 
24,114,4,'417945',1961,0,78,87,68 
25,115,4,'417945',1961,0,83,94,71 
26,116,4,'417945',1961,0,75,82,67 
27,117,4,'417945',1961,0,82,93,70 
28,118,4,'417945',1961,0,75,80,69 
29,119,4,'417945',1961,0.02,71,74,67 
30,120,4,'417945',1961,0,80,90,69 
1,121,5,'417945',1961,0,80,90,70 
2,122,5,'417945',1961,0,72,78,66 
3,123,5,'417945',1961,0,79,88,69 
4,124,5,'417945',1961,0,81,89,73 
5,125,5,'417945',1961,0,81,87,75 
6,126,5,'417945',1961,0,81,86,75 
7,127,5,'417945',1961,0,84,94,73 
8,128,5,'417945',1961,0,78,89,66 
9,129,5,'417945',1961,0,72,85,59 
10,130,5,'417945',1961,0,69,86,52 
11,131,5,'417945',1961,0,71,87,54 
12,132,5,'417945',1961,0,74,90,58 
13,133,5,'417945',1961,0,80,91,68 
14,134,5,'417945',1961,0.02,82,95,68 
15,135,5,'417945',1961,0,80,93,67 
16,136,5,'417945',1961,0,77,90,64 
17,137,5,'417945',1961,0,83,92,74 
18,138,5,'417945',1961,0,82,90,74 
19,139,5,'417945',1961,0,81,91,71 
20,140,5,'417945',1961,0,82,91,72 
21,141,5,'417945',1961,0,83,94,71 
22,142,5,'417945',1961,0,85,97,73 
23,143,5,'417945',1961,0,77,89,65 
24,144,5,'417945',1961,0.15,77,88,65 
25,145,5,'417945',1961,0,82,92,71 
26,146,5,'417945',1961,0,76,85,67 
27,147,5,'417945',1961,0,73,82,63 
28,148,5,'417945',1961,0,74,88,60 
29,149,5,'417945',1961,0,79,91,67 
30,150,5,'417945',1961,0,80,92,68 
31,151,5,'417945',1961,0,82,93,70 
1,152,6,'417945',1961,0,85,95,74 
2,153,6,'417945',1961,0,84,94,74 
3,154,6,'417945',1961,0,85,95,74 
4,155,6,'417945',1961,0,85,95,74 
5,156,6,'417945',1961,0,86,96,76 
6,157,6,'417945',1961,0,86,95,76 
7,158,6,'417945',1961,0,86,97,75 
8,159,6,'417945',1961,1.63,80,94,65 
9,160,6,'417945',1961,0.43,77,89,65 
10,161,6,'417945',1961,0,81,91,70 
11,162,6,'417945',1961,0,83,94,72 
12,163,6,'417945',1961,0,86,96,75 
13,164,6,'417945',1961,1.08,81,87,75 
14,165,6,'417945',1961,0,83,91,75 
15,166,6,'417945',1961,0.9,79,84,74 
16,167,6,'417945',1961,0.43,79,88,70 
17,168,6,'417945',1961,1,73,78,68 
18,169,6,'417945',1961,2.4,71,74,68 
19,170,6,'417945',1961,0,78,87,68 
20,171,6,'417945',1961,0,79,90,67 
21,172,6,'417945',1961,0,80,92,68 
22,173,6,'417945',1961,0,78,92,63 
23,174,6,'417945',1961,0,81,92,69 
24,175,6,'417945',1961,0,82,91,72 
25,176,6,'417945',1961,0,82,89,74 
26,177,6,'417945',1961,0,83,92,73 
27,178,6,'417945',1961,0,83,92,74 
28,179,6,'417945',1961,0,84,93,75 
29,180,6,'417945',1961,0,83,93,73 
30,181,6,'417945',1961,0,82,91,73 
1,182,7,'417945',1961,0,82,92,71 
2,183,7,'417945',1961,0,82,93,71 
3,184,7,'417945',1961,0,84,93,75 
4,185,7,'417945',1961,0,84,93,74 
5,186,7,'417945',1961,0,85,94,75 
6,187,7,'417945',1961,0,83,92,73 
7,188,7,'417945',1961,0,84,94,74 
8,189,7,'417945',1961,0,84,96,72 
9,190,7,'417945',1961,0.42,81,89,73 
10,191,7,'417945',1961,1.98,76,81,70 
11,192,7,'417945',1961,0,79,87,70 
12,193,7,'417945',1961,0,82,93,70 
13,194,7,'417945',1961,0.02,83,91,74 
14,195,7,'417945',1961,0,84,92,75 
15,196,7,'417945',1961,0,85,93,76 
16,197,7,'417945',1961,0,85,94,76 
17,198,7,'417945',1961,0,82,92,72 
18,199,7,'417945',1961,0,85,93,76 
19,200,7,'417945',1961,0,85,93,76 
20,201,7,'417945',1961,0,85,94,76 
21,202,7,'417945',1961,0,85,94,76 
22,203,7,'417945',1961,3.62,81,90,71 
23,204,7,'417945',1961,0.82,80,88,71 
24,205,7,'417945',1961,0.01,83,91,75 
25,206,7,'417945',1961,0,83,91,75 
26,207,7,'417945',1961,0.01,82,92,72 
27,208,7,'417945',1961,0.16,81,91,70 
28,209,7,'417945',1961,0,81,89,72 
29,210,7,'417945',1961,0,83,92,74 
30,211,7,'417945',1961,0,83,92,74 
31,212,7,'417945',1961,0,85,93,76 
1,213,8,'417945',1961,0,85,94,76 
2,214,8,'417945',1961,0,85,95,74 
3,215,8,'417945',1961,0,84,95,72 
4,216,8,'417945',1961,0.1,87,100,73 
5,217,8,'417945',1961,0,83,91,74 
6,218,8,'417945',1961,0,84,96,71 
7,219,8,'417945',1961,0,84,95,73 
8,220,8,'417945',1961,0,84,94,74 
9,221,8,'417945',1961,0,83,93,73 
10,222,8,'417945',1961,0.04,85,93,76 
11,223,8,'417945',1961,0,84,91,76 
12,224,8,'417945',1961,0,82,92,72 
13,225,8,'417945',1961,0,83,94,72 
14,226,8,'417945',1961,0,83,94,72 
15,227,8,'417945',1961,0,84,93,74 
16,228,8,'417945',1961,0,84,94,73 
17,229,8,'417945',1961,0,83,90,75 
18,230,8,'417945',1961,0,84,92,75 
19,231,8,'417945',1961,0,84,93,74 
20,232,8,'417945',1961,0.01,83,92,74 
21,233,8,'417945',1961,0,83,95,70 
22,234,8,'417945',1961,0,82,97,67 
23,235,8,'417945',1961,0,82,93,70 
24,236,8,'417945',1961,0,79,95,62 
25,237,8,'417945',1961,0,78,91,64 
26,238,8,'417945',1961,0,79,91,66 
27,239,8,'417945',1961,0,81,93,68 
28,240,8,'417945',1961,0,81,93,68 
29,241,8,'417945',1961,0,78,88,68 
30,242,8,'417945',1961,0,81,91,70 
31,243,8,'417945',1961,0,85,95,75 
1,244,9,'417945',1961,0,87,99,74 
2,245,9,'417945',1961,0,88,99,77 
3,246,9,'417945',1961,0,89,98,79 
4,247,9,'417945',1961,0.09,87,95,78 
5,248,9,'417945',1961,0,84,95,73 
6,249,9,'417945',1961,0,85,96,74 
7,250,9,'417945',1961,0,86,98,74 
8,251,9,'417945',1961,0,83,94,72 
9,252,9,'417945',1961,0,84,96,72 
10,253,9,'417945',1961,0,87,95,78 
11,254,9,'417945',1961,1.02,78,83,73 
12,255,9,'417945',1961,0.2,78,81,74 
13,256,9,'417945',1961,0.66,78,89,67 
14,257,9,'417945',1961,0,72,81,63 
15,258,9,'417945',1961,0,72,81,62 
16,259,9,'417945',1961,0,73,80,65 
17,260,9,'417945',1961,0,72,81,63 
18,261,9,'417945',1961,0,70,83,57 
19,262,9,'417945',1961,0,72,84,60 
20,263,9,'417945',1961,0,80,90,70 
21,264,9,'417945',1961,0,83,93,73 
22,265,9,'417945',1961,0,85,94,76 
23,266,9,'417945',1961,0,85,93,76 
24,267,9,'417945',1961,0,84,92,76 
25,268,9,'417945',1961,0.27,76,82,69 
26,269,9,'417945',1961,0,79,90,68 
27,270,9,'417945',1961,0,81,89,73 
28,271,9,'417945',1961,0,79,89,69 
29,272,9,'417945',1961,0,80,90,69 
30,273,9,'417945',1961,0,83,92,73 
1,274,10,'417945',1961,0,83,91,74 
2,275,10,'417945',1961,1.01,67,77,57 
3,276,10,'417945',1961,0,62,74,50 
4,277,10,'417945',1961,0,61,75,47 
5,278,10,'417945',1961,0,62,76,47 
6,279,10,'417945',1961,0,68,81,54 
7,280,10,'417945',1961,0,72,86,57 
8,281,10,'417945',1961,0,80,91,68 
9,282,10,'417945',1961,0,84,91,76 
10,283,10,'417945',1961,1.67,75,80,70 
11,284,10,'417945',1961,0,79,87,70 
12,285,10,'417945',1961,0,78,86,70 
13,286,10,'417945',1961,0,76,87,65 
14,287,10,'417945',1961,0,72,82,61 
15,288,10,'417945',1961,0,65,78,52 
16,289,10,'417945',1961,0,63,77,48 
17,290,10,'417945',1961,0,63,79,46 
18,291,10,'417945',1961,0,67,82,51 
19,292,10,'417945',1961,0,69,81,57 
20,293,10,'417945',1961,0,64,78,50 
21,294,10,'417945',1961,0,67,82,51 
22,295,10,'417945',1961,0,69,83,55 
23,296,10,'417945',1961,0,73,84,62 
24,297,10,'417945',1961,0,77,85,69 
25,298,10,'417945',1961,0.48,75,83,66 
26,299,10,'417945',1961,0.23,61,67,55 
27,300,10,'417945',1961,0,66,76,56 
28,301,10,'417945',1961,0,76,83,69 
29,302,10,'417945',1961,0,79,85,72 
30,303,10,'417945',1961,0,80,87,72 
31,304,10,'417945',1961,0,78,84,71 
1,305,11,'417945',1961,0,79,86,71 
2,306,11,'417945',1961,0.21,64,76,52 
3,307,11,'417945',1961,0,55,65,44 
4,308,11,'417945',1961,0,55,71,39 
5,309,11,'417945',1961,0.02,57,63,51 
6,310,11,'417945',1961,0,52,58,45 
7,311,11,'417945',1961,0,58,70,46 
8,312,11,'417945',1961,0,59,70,47 
9,313,11,'417945',1961,0,54,66,42 
10,314,11,'417945',1961,0.01,58,65,50 
11,315,11,'417945',1961,0,67,75,58 
12,316,11,'417945',1961,0.51,69,80,58 
13,317,11,'417945',1961,0.92,62,71,52 
14,318,11,'417945',1961,0.04,52,55,49 
15,319,11,'417945',1961,0.13,57,68,46 
16,320,11,'417945',1961,0,54,66,42 
17,321,11,'417945',1961,0.04,48,55,40 
18,322,11,'417945',1961,0,55,65,45 
19,323,11,'417945',1961,0,54,64,44 
20,324,11,'417945',1961,0,57,65,48 
21,325,11,'417945',1961,0.18,65,71,59 
22,326,11,'417945',1961,0.03,59,70,48 
23,327,11,'417945',1961,0,57,74,40 
24,328,11,'417945',1961,0,57,72,41 
25,329,11,'417945',1961,0,60,74,45 
26,330,11,'417945',1961,0,64,74,53 
27,331,11,'417945',1961,0,63,78,48 
28,332,11,'417945',1961,0,51,53,48 
29,333,11,'417945',1961,0,50,52,48 
30,334,11,'417945',1961,0,55,62,48 
1,335,12,'417945',1961,0,65,72,58 
2,336,12,'417945',1961,0,71,78,63 
3,337,12,'417945',1961,0,69,76,62 
4,338,12,'417945',1961,0,73,79,67 
5,339,12,'417945',1961,0,64,71,57 
6,340,12,'417945',1961,0,63,72,54 
7,341,12,'417945',1961,0.14,54,56,51 
8,342,12,'417945',1961,0.03,55,59,51 
9,343,12,'417945',1961,0.06,69,79,59 
10,344,12,'417945',1961,0,56,63,48 
11,345,12,'417945',1961,0.04,52,56,47 
12,346,12,'417945',1961,0,41,48,33 
13,347,12,'417945',1961,0,36,43,29 
14,348,12,'417945',1961,0.03,44,50,37 
15,349,12,'417945',1961,0.12,47,49,45 
16,350,12,'417945',1961,0.11,57,66,47 
17,351,12,'417945',1961,0.17,57,68,45 
18,352,12,'417945',1961,0,56,74,38 
19,353,12,'417945',1961,0,51,63,39 
20,354,12,'417945',1961,0,47,60,33 
21,355,12,'417945',1961,0,57,68,45 
22,356,12,'417945',1961,0,56,67,44 
23,357,12,'417945',1961,0,50,65,34 
24,358,12,'417945',1961,0,48,64,32 
25,359,12,'417945',1961,0,48,65,31 
26,360,12,'417945',1961,0,62,74,50 
27,361,12,'417945',1961,0,48,59,36 
28,362,12,'417945',1961,0,42,54,30 
29,363,12,'417945',1961,0,45,62,27 
30,364,12,'417945',1961,0,48,59,37 
31,365,12,'417945',1961,0,55,66,44 
1,1,1,'417945',1962,0,50,63,36 
2,2,1,'417945',1962,0,50,67,33 
3,3,1,'417945',1962,0,50,63,36 
4,4,1,'417945',1962,0,59,76,42 
5,5,1,'417945',1962,0,50,61,39 
6,6,1,'417945',1962,0,45,59,31 
7,7,1,'417945',1962,0,50,65,35 
8,8,1,'417945',1962,0,52,71,32 
9,9,1,'417945',1962,0.03,40,58,21 
10,10,1,'417945',1962,0,22,26,17 
11,11,1,'417945',1962,0,24,34,14 
12,12,1,'417945',1962,0,29,47,10 
13,13,1,'417945',1962,0.01,35,53,17 
14,14,1,'417945',1962,0.02,60,74,46 
15,15,1,'417945',1962,0,43,55,30 
16,16,1,'417945',1962,0,45,61,28 
17,17,1,'417945',1962,0,47,55,38 
18,18,1,'417945',1962,0,48,54,42 
19,19,1,'417945',1962,0,42,47,36 
20,20,1,'417945',1962,0.08,34,36,31 
21,21,1,'417945',1962,0.08,46,55,36 
22,22,1,'417945',1962,0.16,49,66,31 
23,23,1,'417945',1962,0,34,37,30 
24,24,1,'417945',1962,0.01,42,49,35 
25,25,1,'417945',1962,0.08,52,57,46 
26,26,1,'417945',1962,0.01,61,68,53 
27,27,1,'417945',1962,0,53,66,39 
28,28,1,'417945',1962,0,52,69,35 
29,29,1,'417945',1962,0,52,69,35 
30,30,1,'417945',1962,0,55,72,37 
31,31,1,'417945',1962,0,58,76,40 
1,32,2,'417945',1962,0,59,75,43 
2,33,2,'417945',1962,0,64,73,55 
3,34,2,'417945',1962,0,64,78,50 
4,35,2,'417945',1962,0,65,81,48 
5,36,2,'417945',1962,0,59,69,48 
6,37,2,'417945',1962,0,47,53,40 
7,38,2,'417945',1962,0,52,68,35 
8,39,2,'417945',1962,0,70,84,56 
9,40,2,'417945',1962,0,70,91,48 
10,41,2,'417945',1962,0,64,78,50 
11,42,2,'417945',1962,0,68,81,54 
12,43,2,'417945',1962,0,71,84,58 
13,44,2,'417945',1962,0,71,83,59 
14,45,2,'417945',1962,0.67,70,76,63 
15,46,2,'417945',1962,0,70,83,57 
16,47,2,'417945',1962,0,62,73,51 
17,48,2,'417945',1962,0,67,80,54 
18,49,2,'417945',1962,0,67,79,55 
19,50,2,'417945',1962,0,61,75,46 
20,51,2,'417945',1962,0.01,64,71,57 
21,52,2,'417945',1962,0,71,80,61 
22,53,2,'417945',1962,0,69,78,59 
23,54,2,'417945',1962,0.21,65,78,51 
24,55,2,'417945',1962,0,59,74,43 
25,56,2,'417945',1962,0,70,84,55 
26,57,2,'417945',1962,0.01,60,72,47 
27,58,2,'417945',1962,0,46,52,40 
28,59,2,'417945',1962,0,41,50,32 
1,60,3,'417945',1962,0,37,45,28 
2,61,3,'417945',1962,0,46,62,29 
3,62,3,'417945',1962,0,53,70,36 
4,63,3,'417945',1962,0,58,71,45 
5,64,3,'417945',1962,0,52,67,36 
6,65,3,'417945',1962,0,51,61,40 
7,66,3,'417945',1962,0,58,74,41 
8,67,3,'417945',1962,0,68,76,60 
9,68,3,'417945',1962,0,66,80,51 
10,69,3,'417945',1962,0.02,69,82,56 
11,70,3,'417945',1962,0.03,62,75,49 
12,71,3,'417945',1962,0,56,73,39 
13,72,3,'417945',1962,0,53,60,46 
14,73,3,'417945',1962,0.49,45,52,38 
15,74,3,'417945',1962,0,49,60,37 
16,75,3,'417945',1962,0,50,66,33 
17,76,3,'417945',1962,0,53,63,42 
18,77,3,'417945',1962,0,62,68,56 
19,78,3,'417945',1962,0.02,67,72,61 
20,79,3,'417945',1962,0,69,83,54 
21,80,3,'417945',1962,0,65,80,49 
22,81,3,'417945',1962,0,66,77,55 
23,82,3,'417945',1962,0,63,81,45 
24,83,3,'417945',1962,0,69,80,58 
25,84,3,'417945',1962,0,64,78,50 
26,85,3,'417945',1962,0,63,82,44 
27,86,3,'417945',1962,0,65,82,47 
28,87,3,'417945',1962,0,70,83,56 
29,88,3,'417945',1962,0,73,82,63 
30,89,3,'417945',1962,0.01,61,69,53 
31,90,3,'417945',1962,0.34,58,70,46 
1,91,4,'417945',1962,0,57,74,39 
2,92,4,'417945',1962,0,58,71,45 
3,93,4,'417945',1962,0,61,68,54 
4,94,4,'417945',1962,0.27,61,67,55 
5,95,4,'417945',1962,0.01,67,78,55 
6,96,4,'417945',1962,0.67,64,74,53 
7,97,4,'417945',1962,0,62,74,50 
8,98,4,'417945',1962,0,69,85,52 
9,99,4,'417945',1962,0,71,84,58 
10,100,4,'417945',1962,0,77,85,69 
11,101,4,'417945',1962,0,71,80,61 
12,102,4,'417945',1962,0,67,80,53 
13,103,4,'417945',1962,0,66,81,50 
14,104,4,'417945',1962,0,71,84,58 
15,105,4,'417945',1962,0,76,87,64 
16,106,4,'417945',1962,0,71,76,66 
17,107,4,'417945',1962,0,76,87,65 
18,108,4,'417945',1962,0,71,79,62 
19,109,4,'417945',1962,0,74,85,62 
20,110,4,'417945',1962,0,74,86,62 
21,111,4,'417945',1962,0,75,84,66 
22,112,4,'417945',1962,0,73,78,68 
23,113,4,'417945',1962,1.41,66,72,60 
24,114,4,'417945',1962,0,70,80,60 
25,115,4,'417945',1962,0,71,84,57 
26,116,4,'417945',1962,0,76,83,68 
27,117,4,'417945',1962,1.66,69,80,57 
28,118,4,'417945',1962,0,76,92,59 
29,119,4,'417945',1962,0,79,90,67 
30,120,4,'417945',1962,0,78,86,70 
1,121,5,'417945',1962,0,67,78,56 
2,122,5,'417945',1962,0,66,79,52 
3,123,5,'417945',1962,0,72,81,62 
4,124,5,'417945',1962,0,70,84,56 
5,125,5,'417945',1962,0,76,87,64 
6,126,5,'417945',1962,0,74,89,59 
7,127,5,'417945',1962,0,77,88,65 
8,128,5,'417945',1962,0,78,89,66 
9,129,5,'417945',1962,0,77,88,66 
10,130,5,'417945',1962,0,78,88,67 
11,131,5,'417945',1962,0,79,89,68 
12,132,5,'417945',1962,0,79,90,68 
13,133,5,'417945',1962,0,80,90,69 
14,134,5,'417945',1962,0,79,88,69 
15,135,5,'417945',1962,0,80,88,71 
16,136,5,'417945',1962,0,79,87,71 
17,137,5,'417945',1962,0,78,86,70 
18,138,5,'417945',1962,0,80,89,70 
19,139,5,'417945',1962,0,80,90,70 
20,140,5,'417945',1962,0,81,92,69 
21,141,5,'417945',1962,0,80,92,68 
22,142,5,'417945',1962,0,80,90,70 
23,143,5,'417945',1962,0,81,90,72 
24,144,5,'417945',1962,0,81,94,68 
25,145,5,'417945',1962,0,83,92,74 
26,146,5,'417945',1962,0,83,92,74 
27,147,5,'417945',1962,0,83,93,73 
28,148,5,'417945',1962,0.02,84,91,76 
29,149,5,'417945',1962,1.29,76,90,61 
30,150,5,'417945',1962,0,80,93,66 
31,151,5,'417945',1962,0,81,90,72 
1,152,6,'417945',1962,0.7,75,87,63 
2,153,6,'417945',1962,0.93,74,82,65 
3,154,6,'417945',1962,0,78,89,67 
4,155,6,'417945',1962,0,79,89,69 
5,156,6,'417945',1962,0,82,89,74 
6,157,6,'417945',1962,0,83,91,74 
7,158,6,'417945',1962,0,82,91,73 
8,159,6,'417945',1962,0,85,92,77 
9,160,6,'417945',1962,0,85,93,77 
10,161,6,'417945',1962,0,85,94,76 
11,162,6,'417945',1962,0,85,94,75 
12,163,6,'417945',1962,0,83,93,72 
13,164,6,'417945',1962,0,82,92,72 
14,165,6,'417945',1962,0,81,93,69 
15,166,6,'417945',1962,0,83,93,72 
16,167,6,'417945',1962,0,83,94,72 
17,168,6,'417945',1962,0,86,96,75 
18,169,6,'417945',1962,0,86,96,76 
19,170,6,'417945',1962,0,87,97,77 
20,171,6,'417945',1962,0,84,96,72 
21,172,6,'417945',1962,0,83,95,71 
22,173,6,'417945',1962,0,85,95,74 
23,174,6,'417945',1962,0,86,96,76 
24,175,6,'417945',1962,0,85,95,75 
25,176,6,'417945',1962,0,83,95,70 
26,177,6,'417945',1962,0.03,81,92,70 
27,178,6,'417945',1962,0.63,76,81,70 
28,179,6,'417945',1962,0.05,80,89,71 
29,180,6,'417945',1962,0,83,92,74 
30,181,6,'417945',1962,0.1,84,93,74 
1,182,7,'417945',1962,0.13,84,93,74 
2,183,7,'417945',1962,0,85,94,76 
3,184,7,'417945',1962,0,85,95,75 
4,185,7,'417945',1962,0,85,96,74 
5,186,7,'417945',1962,0,85,96,73 
6,187,7,'417945',1962,0,85,96,74 
7,188,7,'417945',1962,0,86,97,74 
8,189,7,'417945',1962,0,86,97,75 
9,190,7,'417945',1962,0,88,99,76 
10,191,7,'417945',1962,0,88,100,75 
11,192,7,'417945',1962,0,87,100,73 
12,193,7,'417945',1962,0,87,99,74 
13,194,7,'417945',1962,0,87,98,75 
14,195,7,'417945',1962,0,88,100,76 
15,196,7,'417945',1962,0,88,99,76 
16,197,7,'417945',1962,0,89,99,78 
17,198,7,'417945',1962,0,87,98,76 
18,199,7,'417945',1962,0,87,98,76 
19,200,7,'417945',1962,0,86,98,74 
20,201,7,'417945',1962,0,87,99,75 
21,202,7,'417945',1962,0,86,98,74 
22,203,7,'417945',1962,0,88,99,77 
23,204,7,'417945',1962,0,88,99,77 
24,205,7,'417945',1962,0,87,100,74 
25,206,7,'417945',1962,0,89,100,77 
26,207,7,'417945',1962,0,89,100,77 
27,208,7,'417945',1962,0,89,100,78 
28,209,7,'417945',1962,0,89,103,74 
29,210,7,'417945',1962,0,87,100,73 
30,211,7,'417945',1962,0,89,101,76 
31,212,7,'417945',1962,0,88,101,75 
1,213,8,'417945',1962,0,88,100,76 
2,214,8,'417945',1962,0,89,100,77 
3,215,8,'417945',1962,0,89,101,76 
4,216,8,'417945',1962,0,89,103,75 
5,217,8,'417945',1962,0,90,103,77 
6,218,8,'417945',1962,0,90,102,77 
7,219,8,'417945',1962,0,90,102,77 
8,220,8,'417945',1962,0,90,102,77 
9,221,8,'417945',1962,0,90,105,74 
10,222,8,'417945',1962,0,91,105,77 
11,223,8,'417945',1962,0,90,103,77 
12,224,8,'417945',1962,0,90,103,77 
13,225,8,'417945',1962,0,94,106,81 
14,226,8,'417945',1962,0,90,98,81 
15,227,8,'417945',1962,0,87,100,74 
16,228,8,'417945',1962,0,84,100,68 
17,229,8,'417945',1962,0,86,99,72 
18,230,8,'417945',1962,0,85,99,71 
19,231,8,'417945',1962,0,87,98,76 
20,232,8,'417945',1962,0,86,98,74 
21,233,8,'417945',1962,0,86,97,75 
22,234,8,'417945',1962,0,86,96,76 
23,235,8,'417945',1962,0,88,98,78 
24,236,8,'417945',1962,0,88,99,77 
25,237,8,'417945',1962,1.57,79,87,70 
26,238,8,'417945',1962,0,84,94,74 
27,239,8,'417945',1962,0,84,94,73 
28,240,8,'417945',1962,0,85,95,74 
29,241,8,'417945',1962,0,86,96,75 
30,242,8,'417945',1962,0,89,98,79 
31,243,8,'417945',1962,0,88,98,78 
1,244,9,'417945',1962,0.01,87,96,78 
2,245,9,'417945',1962,0,87,96,77 
3,246,9,'417945',1962,0,87,97,77 
4,247,9,'417945',1962,0,86,96,76 
5,248,9,'417945',1962,0.02,84,94,74 
6,249,9,'417945',1962,0.08,82,90,73 
7,250,9,'417945',1962,0.57,86,96,75 
8,251,9,'417945',1962,0.21,83,93,72 
9,252,9,'417945',1962,0,80,85,74 
10,253,9,'417945',1962,0,79,86,71 
11,254,9,'417945',1962,0,82,90,73 
12,255,9,'417945',1962,0,84,92,75 
13,256,9,'417945',1962,0,86,94,77 
14,257,9,'417945',1962,0,86,95,77 
15,258,9,'417945',1962,0,85,95,74 
16,259,9,'417945',1962,0,85,97,73 
17,260,9,'417945',1962,0.51,84,94,74 
18,261,9,'417945',1962,0,82,91,72 
19,262,9,'417945',1962,0,80,92,68 
20,263,9,'417945',1962,0,80,92,68 
21,264,9,'417945',1962,0,81,91,71 
22,265,9,'417945',1962,0,79,91,66 
23,266,9,'417945',1962,0,78,91,65 
24,267,9,'417945',1962,0,76,88,63 
25,268,9,'417945',1962,0,80,91,68 
26,269,9,'417945',1962,1.25,74,79,68 
27,270,9,'417945',1962,0.04,67,72,62 
28,271,9,'417945',1962,0,70,82,58 
29,272,9,'417945',1962,0,74,86,61 
30,273,9,'417945',1962,0,80,90,69 
1,274,10,'417945',1962,0,77,87,67 
2,275,10,'417945',1962,0,73,87,58 
3,276,10,'417945',1962,0,72,86,57 
4,277,10,'417945',1962,0,74,88,60 
5,278,10,'417945',1962,0,78,86,69 
6,279,10,'417945',1962,0,84,93,74 
7,280,10,'417945',1962,0,86,94,77 
8,281,10,'417945',1962,0,86,95,77 
9,282,10,'417945',1962,1.1,81,92,69 
10,283,10,'417945',1962,0,84,93,75 
11,284,10,'417945',1962,0,85,93,76 
12,285,10,'417945',1962,0,84,93,75 
13,286,10,'417945',1962,0,83,91,74 
14,287,10,'417945',1962,0,84,93,75 
15,288,10,'417945',1962,0,86,95,76 
16,289,10,'417945',1962,1.01,81,94,67 
17,290,10,'417945',1962,0,78,85,70 
18,291,10,'417945',1962,0,77,84,70 
19,292,10,'417945',1962,0,76,86,66 
20,293,10,'417945',1962,0,78,87,68 
21,294,10,'417945',1962,0,68,80,56 
22,295,10,'417945',1962,0,69,87,51 
23,296,10,'417945',1962,0,70,87,52 
24,297,10,'417945',1962,0,67,74,59 
25,298,10,'417945',1962,0,64,70,58 
26,299,10,'417945',1962,0,66,78,54 
27,300,10,'417945',1962,0,75,83,66 
